playlist_name,playlist_link,user,danceability_var,danceability_mean,danceability_max,danceability_min,energy_var,energy_mean,energy_max,energy_min,key_var,key_mean,key_max,key_min,loudness_var,loudness_mean,loudness_max,loudness_min,mode_var,mode_mean,mode_max,mode_min,speechiness_var,speechiness_mean,speechiness_max,speechiness_min,instrumentalness_var,instrumentalness_mean,instrumentalness_max,instrumentalness_min,liveness_var,liveness_mean,liveness_max,liveness_min,valence_var,valence_mean,valence_max,valence_min,tempo_var,tempo_mean,tempo_max,tempo_min,duration_ms_var,duration_ms_mean,duration_ms_max,duration_ms_min,time_signature_var,time_signature_mean,time_signature_max,time_signature_min
Grandma's Home,https://open.spotify.com/playlist/37i9dQZF1DXc2jw7z4RD7k?si=8c7b48c228074897,Public F,0.01750627,0.5846,0.946,0.257,0.030058437,0.535906667,0.889,0.123,13.99351351,4.92,11,0,7.772338992,-9.546853333,-4.326,-15.707,0.117117117,0.866666667,1,0,0.000750963,0.041929333,0.246,0.0244,0.005939324,0.011863287,0.661,0,0.019847396,0.179013333,0.599,0.0295,0.045371815,0.62532,0.971,0.177,649.0788902,116.6802,207.356,67.409,2550630478,207563.6133,438493,125827,0.085765766,3.906666667,4,3
Rockabilly Drive,https://open.spotify.com/playlist/37i9dQZF1DX4xmaCWnHTsV?si=778e3589413547ff,Public F,0.012961176,0.58674,0.872,0.293,0.019228294,0.72254,0.935,0.405,11.66897959,5.38,11,0,4.245216782,-8.24356,-4.95,-14.611,0.163265306,0.8,1,0,0.00230355,0.073778,0.268,0.0285,0.002832793,0.011064961,0.369,0,0.012152269,0.18085,0.499,0.0442,0.010007938,0.85198,0.977,0.63,1575.202865,132.2255,204.508,75.409,229743218.7,139988.88,172400,105773,0.05755102,3.94,4,3
Throwback Workout,https://open.spotify.com/playlist/37i9dQZF1DX8CwbNGNKurt?si=3252e52c6e204cf7,Public E,0.014304366,0.76128,0.967,0.502,0.011488865,0.7266,0.974,0.454,13.45297297,4.92,11,0,3.151439374,-5.27276,-2.027,-10.96,0.252252252,0.466666667,1,0,0.011302427,0.139153333,0.484,0.0286,0.007648585,0.012409845,0.751,0,0.030450822,0.162793333,0.82,0.0289,0.043933878,0.653013333,0.969,0.1,548.5945144,112.9058133,177.87,76.993,1301596296,238519.6133,369573,161507,0.013333333,4.013333333,5,4
80s Ballads,https://open.spotify.com/playlist/37i9dQZF1DXdg0VZ8UGKsU?si=a282cc64ea5d421e,Public E,0.011459738,0.531376471,0.756,0.202,0.022394848,0.415494118,0.797,0.134,14.27647059,5.482352941,11,0,11.7082335,-11.1564,-2.359,-17.85,0.154621849,0.811764706,1,0,2.59E-05,0.030914118,0.0568,0.0243,0.001723931,0.006277732,0.355,0,0.01479284,0.156248235,0.689,0.0368,0.023106805,0.302523529,0.855,0.0562,832.4190863,117.0680118,208.571,61.084,2509256981,260836.6588,520787,185694,0.069187675,3.952941176,5,3
Raised on Country,https://open.spotify.com/playlist/37i9dQZF1DWVFzWmxRnRJH?si=fe3ccf8b69cd4be3,Public H,0.014376532,0.60256,0.916,0.192,0.034067624,0.62045,0.948,0.142,11.66171717,5.07,11,0,10.29040063,-7.90054,-3.197,-16.031,0.047979798,0.95,1,0,0.00041794,0.038846,0.177,0.0241,1.64E-06,0.000324503,0.00897,0,0.014514236,0.17453,0.631,0.0301,0.05067542,0.62779,0.982,0.121,923.9897409,127.21813,204.263,76.009,1371570323,209739.51,301987,133853,0.056969697,3.94,4,3
Raised on Hip Hop,https://open.spotify.com/playlist/37i9dQZF1DX3YSNrkBY3IB?si=e9eb36b6feef48a4,Public G,0.006083025,0.804725,0.913,0.535,0.03146369,0.66595,0.974,0.326,13.48461538,5.45,11,0,14.44941032,-10.0702,-2.261,-18.943,0.256410256,0.5,1,0,0.010925948,0.17104,0.515,0.0448,8.87E-05,0.00224539,0.0588,0,0.038752438,0.22411,0.906,0.026,0.028059061,0.690625,0.965,0.367,413.3789553,107.153125,184.882,79.526,2914913289,274575.35,463733,177267,0,4,4,4
Holiday Magic,https://open.spotify.com/playlist/37i9dQZF1DWYOLKtM77Hd7?si=97cbbe035af24c4c,Public G,0.027977055,0.556726316,0.853,0.0914,0.055177779,0.509496491,0.939,0.0953,13.71679198,5.122807018,11,0,15.94010919,-10.41675439,-3.592,-22.507,0.095864662,0.894736842,1,0,0.005390483,0.063998246,0.4,0.0267,0.010149325,0.014802371,0.761,0,0.045024186,0.223575439,0.881,0.0425,0.054812172,0.658835088,0.976,0.0386,1202.287956,120.6796667,205.882,46.718,3959341730,188197.193,365720,65347,0.254385965,3.824561404,4,1
Raised on Punk,https://open.spotify.com/playlist/37i9dQZF1DWXFLaJaASt2D?si=88f02381edef4f41&nd=1,Public H,0.016554284,0.452433333,0.762,0.191,0.007068356,0.902183333,0.996,0.652,14.24039548,4.616666667,11,0,5.477813811,-5.30455,0.878,-11.625,0.129661017,0.85,1,0,0.001333117,0.072958333,0.207,0.0289,0.011556079,0.020043346,0.822,0,0.028401056,0.224328333,0.803,0.0351,0.054075893,0.605728333,0.966,0.0857,1089.870085,140.5618667,201.868,90.81,2221781944,194549.0167,346333,126453,0,4,4,4
Raised on Latin,https://open.spotify.com/playlist/37i9dQZF1DX2EFHyiwqtE0?si=bada51bc8839406e&nd=1,Public H,0.016720593,0.667483333,0.879,0.332,0.029746809,0.737733333,0.954,0.322,14.89152542,4.3,11,0,7.462168654,-6.824416667,-2.27,-14.403,0.225988701,0.666666667,1,0,0.002857818,0.058986667,0.331,0.0255,0.001729249,0.009457,0.298,0,0.013205059,0.157395,0.525,0.0329,0.045944715,0.714783333,0.964,0.247,929.5098873,126.64175,193.202,81.867,1668905578,241833.1,351333,141800,0.032768362,3.966666667,4,3
Raised on Metal,https://open.spotify.com/playlist/37i9dQZF1DWSEar7YuhxIt?si=addf5bfd5b294ab2&nd=1,Public H,0.016877071,0.4439,0.706,0.206,0.017966973,0.84308,0.995,0.394,13.39795918,5.7,11,0,6.224139696,-6.64276,-2.584,-12.363,0.254693878,0.52,1,0,0.001822974,0.071122,0.243,0.0262,0.042856496,0.101767558,0.827,0,0.010401906,0.161,0.423,0.0283,0.04644701,0.443102,0.922,0.0981,842.3790104,127.7801,202.777,71.841,9911718431,283112.9,536067,102080,0.05755102,3.94,4,3
Raised on Indie,https://open.spotify.com/playlist/37i9dQZF1DXd2whofuA2Kb?si=df8c4564d4f24d30,Public H,0.020473563,0.56676,0.871,0.241,0.05128527,0.653,0.953,0.123,12.42594595,5.08,11,0,9.672047581,-7.130986667,-2.306,-15.193,0.184864865,0.76,1,0,0.000164416,0.038938667,0.0855,0.0238,0.035498224,0.067309777,0.925,0,0.020063872,0.176664,0.668,0.0304,0.066928206,0.47836,0.975,0.1,812.0974151,124.7061467,204.113,73.543,1937440721,226073.9067,357267,112707,0.144144144,3.866666667,5,3
Mellow Classics Drive,https://open.spotify.com/playlist/37i9dQZF1DWVMBt9UEs0qm?si=328d5054c5b6463d&nd=1,Public G,0.01435674,0.534101449,0.783,0.254,0.034119136,0.432836232,0.878,0.0427,11.3226769,5.362318841,11,0,13.63026157,-11.46914493,-3.864,-24.709,0.092497869,0.898550725,1,0,0.0001178,0.034998551,0.0959,0.024,0.012197347,0.025687375,0.773,0,0.015165317,0.162507246,0.646,0.0392,0.046650261,0.500942029,0.957,0.11,831.5708478,116.2662029,177.515,68.473,3825731919,237273.971,456640,125667,0.180733163,3.898550725,4,1
Dreampop Classics,https://open.spotify.com/playlist/37i9dQZF1DXcNf6sH1qnKU?si=52873770260c4c97&nd=1,Public G,0.022729762,0.39756,0.819,0.138,0.041404122,0.6152,0.959,0.167,12.06693878,5.88,11,0,12.66313751,-9.42862,-3.93,-18.373,0.205714286,0.72,1,0,0.00012453,0.03598,0.0894,0.0244,0.141477456,0.450406369,0.967,0,0.009033255,0.150672,0.512,0.0591,0.060976602,0.38885,0.962,0.0362,1104.677305,131.26612,219.446,77.497,8211961077,265106.54,566467,130064,0.098367347,3.94,5,3
Raised on Rock,https://open.spotify.com/playlist/37i9dQZF1DX525kA8Naqsg?si=d2bf65b4a69e49f3&nd=1,Public G,0.014300811,0.512171429,0.823,0.262,0.045221083,0.661948571,0.979,0.0851,10.74037267,5.114285714,11,0,13.71469952,-8.8737,-3.366,-22.32,0.113664596,0.871428571,1,0,0.000505018,0.044765714,0.145,0.0255,0.032861143,0.063259961,0.873,0,0.029492935,0.211304286,0.832,0.0504,0.055281539,0.525351429,0.961,0.0935,624.1591294,128.0359429,184.298,80.823,4279300358,240368.0286,466560,122067,0,4,4,4
Classical New Releases,https://open.spotify.com/playlist/37i9dQZF1DWV0gynK7G6pD?si=8bbcfaa1acbf4e01&nd=1,Public J,0.022735649,0.296430189,0.738,0.0769,0.014053541,0.112693755,0.576,0.000149,12.2532656,4.698113208,11,0,42.55918,-22.37664151,-8.825,-47.681,0.188679245,0.754716981,1,0,0.000121963,0.045864151,0.0928,0.0315,0.14754667,0.601070448,0.969,0,0.00934502,0.126798113,0.68,0.0582,0.041595378,0.172562264,0.966,0.0339,957.8020289,102.9400943,174.338,61.859,10519651579,225587.2075,473151,82373,0.754716981,3.509433962,5,1
Raised on Motown,https://open.spotify.com/playlist/37i9dQZF1DXbhIBJrK4xNB?si=d7b96e3805674ee1&nd=1,Public I,0.011057254,0.621508475,0.892,0.372,0.029410251,0.607084746,0.94,0.242,15.03097604,4.627118644,11,0,6.973892596,-9.713559322,-4.098,-15.424,0.208649912,0.711864407,1,0,0.001036691,0.047444068,0.235,0.0252,0.003114228,0.007878734,0.429,0,0.02175375,0.17409322,0.876,0.015,0.033660325,0.741949153,0.977,0.124,562.9324075,124.3314068,203.018,92.006,1780667650,195378.0847,323347,138533,0.033313852,3.966101695,4,3
Best Jazz Songs of 2022,https://open.spotify.com/playlist/37i9dQZF1DX5LYxFep0J7E?si=659c97b0d9ee4576&nd=1,Public I,0.017473279,0.505466667,0.828,0.243,0.039404613,0.558186667,0.936,0.106,12.98630631,4.653333333,11,0,11.7509832,-11.23828,-6.05,-20.835,0.252972973,0.48,1,0,0.000991396,0.056188,0.195,0.0298,0.101405858,0.657547806,0.95,0,0.015608687,0.149293333,0.829,0.0416,0.046172874,0.478726667,0.966,0.0509,736.9260328,116.6635467,177.678,79.99,8451606380,292005.56,513613,136320,0.20972973,3.92,5,3
Raised on Dance,https://open.spotify.com/playlist/37i9dQZF1DX2xvXEv9NL2y?si=3a2443155d654a40&nd=1,Public I,0.020090268,0.673681818,0.956,0.202,0.038033684,0.721386364,0.991,0.304,11.45665962,5.590909091,11,0,11.01693086,-9.499204545,-3.283,-19.591,0.247357294,0.590909091,1,0,0.010195075,0.079386364,0.55,0.0255,0.138257013,0.426116219,0.989,0,0.046276804,0.209190909,0.951,0.0328,0.062221403,0.549597727,0.964,0.0676,325.0782564,126.1884318,179.911,76.997,15091257196,321949.1136,704707,56373,0.022727273,3.977272727,4,3
Dramatic Classical,https://open.spotify.com/playlist/37i9dQZF1DX2aCk0vzzaZQ?si=1679c7c846e646e5&nd=1,Public J,0.015884425,0.309467442,0.545,0.0725,0.017449266,0.218536744,0.624,0.00478,9.956810631,4.255813953,10,0,13.60623287,-17.9704186,-8.213,-27.853,0.254706534,0.465116279,1,0,0.000182416,0.043902326,0.104,0.0297,0.080043047,0.720268591,0.954,9.94E-05,0.01908674,0.168216279,0.71,0.0549,0.038864868,0.215130233,0.86,0.0343,803.8046854,101.5332558,180.489,58.303,1.47114E+11,498602.3721,1577827,97000,0.263565891,3.697674419,5,3
Fresh Finds R&B: Best of 2022,https://open.spotify.com/playlist/37i9dQZF1DWUFAJPVM3HTX?si=ea00c41b8db04f63&nd=1,Public J,0.018178923,0.593886076,0.823,0.2,0.020930547,0.475936709,0.818,0.104,11.67575463,5.303797468,11,0,5.706461783,-8.786594937,-4.305,-15.386,0.238558909,0.379746835,1,0,0.013132864,0.116022785,0.603,0.0267,0.00392486,0.016747296,0.391,0,0.006181528,0.134583544,0.615,0.0455,0.044347138,0.454797468,0.923,0.106,818.1704605,108.5816835,180.852,55.828,1371355092,185620.9241,290427,99208,0.172671211,3.860759494,5,3
Raised on Reggae,https://open.spotify.com/playlist/37i9dQZF1DX8f4tKhI2axk?si=f156715b35a94c94&nd=1,Public I,0.007317661,0.777075,0.935,0.624,0.021086548,0.563625,0.849,0.329,15.60961538,5.325,11,0,10.99239184,-9.714175,-3.644,-16.005,0.192307692,0.75,1,0,0.007908264,0.110355,0.366,0.0302,0.032208901,0.058763354,0.808,0,0.007893222,0.1274775,0.36,0.0361,0.022167682,0.8044,0.966,0.425,1052.427361,118.504975,175.024,72.339,2344164459,226917.825,387307,149453,0,4,4,4
Raised on Pop,https://open.spotify.com/playlist/37i9dQZF1DWWBZYt7rDYK4?si=b206d3731b0c4e27&nd=1,Public I,0.012405419,0.63393,0.898,0.372,0.030383262,0.68847,0.993,0.161,13.52272727,5.45,11,0,8.748289737,-7.247,-1.609,-22.32,0.173333333,0.78,1,0,0.000817698,0.044952,0.263,0.025,0.010855552,0.025811597,0.683,0,0.023916408,0.172423,0.792,0.0235,0.048079527,0.61122,0.966,0.122,717.5765862,118.78553,185.063,65.043,2348703389,246501.04,484147,164280,0.01,3.99,4,3
hopeless romantic,https://open.spotify.com/playlist/37i9dQZF1DX6DLB6M8zkNk?si=78c40588eff34a08&nd=1,Public J,0.017689083,0.274031111,0.701,0.0615,0.012503427,0.138640444,0.449,0.00533,12.22525253,4.844444444,11,0,61.31581223,-20.77375556,-9.086,-38.358,0.234343434,0.644444444,1,0,5.55E-05,0.041904444,0.0658,0.0288,0.074034335,0.77464322,0.971,4.49E-05,0.004232232,0.120675556,0.392,0.0615,0.014964651,0.146777778,0.479,0.036,1331.438475,101.6086222,214.261,48.828,7792887629,218675.5111,484220,90187,0.528282828,3.711111111,5,1
Latin Christmas,https://open.spotify.com/playlist/37i9dQZF1DX8qhRpXsdDY5?si=e5e91453af874f05&nd=1,Public J,0.026471562,0.606602041,0.885,0.167,0.044219655,0.611510204,0.958,0.131,12.89175258,5.071428571,11,0,6.950602515,-6.803428571,-2.528,-16.875,0.218493583,0.683673469,1,0,0.002935786,0.056685714,0.392,0.0262,0.000106897,0.001701479,0.0788,0,0.023768954,0.189542857,0.98,0.0261,0.074082533,0.613154082,0.97,0.04,743.0345029,119.7151633,187.677,67.012,3088607476,211851.2245,431880,112106,0.116242373,3.867346939,4,3
Pop Mix,https://open.spotify.com/playlist/37i9dQZF1EQncLwOalG3K7?si=dafa8e1998754473,Tess,0.009338265,0.68002,0.853,0.421,0.010622792,0.70306,0.927,0.366,12.3677551,5.86,11,0,1.31823051,-4.99202,-2.749,-7.519,0.255102041,0.5,1,0,0.003407716,0.06773,0.341,0.0253,0.000282958,0.002447668,0.119,0,0.005910266,0.149314,0.398,0.0371,0.042407112,0.5835,0.955,0.13,497.2582673,122.21982,174.915,82.695,493468599.4,212124.88,258004,165507,0,4,4,4
f**k love,https://open.spotify.com/playlist/37i9dQZF1DX0Q4370FIadK?si=23df467ccf474f83,Tess,0.019929911,0.59626,0.855,0.231,0.043591132,0.578754,0.926,0.0847,11.47795918,4.46,11,0,4.841273969,-6.9289,-2.352,-13.4,0.235102041,0.64,1,0,0.005556508,0.089792,0.356,0.0261,0.012342695,0.029747956,0.635,0,0.013021125,0.147438,0.696,0.0248,0.052399651,0.479544,0.885,0.0823,884.3773754,118.73476,186.142,70.743,1120435635,210487.78,298899,139840,0.220816327,3.94,5,1
Indie Mix,https://open.spotify.com/playlist/37i9dQZF1EQqkOPvHGajmW?si=76b51374650c4e22,Tess,0.014837849,0.51022,0.733,0.211,0.014177462,0.81126,0.973,0.521,13.79632653,5.14,11,0,3.326176042,-5.32672,-1.673,-9.918,0.222040816,0.68,1,0,0.000756451,0.05139,0.138,0.0273,0.032353432,0.084473982,0.633,0,0.023108148,0.187906,0.801,0.0136,0.033606717,0.59924,0.96,0.179,755.5915921,134.85266,199.866,84.987,1692147728,214543.22,310893,127400,0.02,3.98,4,3
Rock Mix,https://open.spotify.com/playlist/37i9dQZF1EQpj7X7UK8OOF?si=5bcc453ce3574b13,Tess,0.012803845,0.49246,0.754,0.273,0.019803643,0.7905,0.959,0.362,11.83673469,5.4,11,0,8.409044668,-7.39616,-2.97,-15.882,0.186122449,0.76,1,0,0.005843887,0.07108,0.405,0.0263,0.014002608,0.04998759,0.578,0,0.020355982,0.200676,0.699,0.028,0.044172335,0.52154,0.931,0.144,584.562281,124.76376,188.386,80.544,5978682229,283097.02,474400,140773,0.039183673,3.96,4,3
Folk & Acoustic Mix,https://open.spotify.com/playlist/37i9dQZF1EQp62d3Dl7ECY?si=78d5f2363a0a4122,Tess,0.01381472,0.53988,0.77,0.251,0.024050546,0.322552,0.725,0.0404,12.54081633,5.7,11,0,14.85304457,-12.92128,-4.671,-23.455,0.122857143,0.86,1,0,0.001777814,0.041248,0.327,0.0264,0.010638457,0.041201806,0.532,0,0.029564648,0.171512,0.813,0.0759,0.03495617,0.374936,0.763,0.0445,691.3491345,116.62986,175.108,76.118,18892337601,240283.08,1116933,124001,0.245306122,3.86,4,1
Spanish,https://open.spotify.com/playlist/2m231YvffMqvBbkw8RuS2X?si=219b1cbc35c6430d,Patrick,0.008083354,0.758031746,0.911,0.514,0.008350562,0.721047619,0.925,0.52,12.47977471,4.936507937,11,0,2.501031042,-4.740920635,-2.028,-10.059,0.253968254,0.492063492,1,0,0.009242542,0.131501587,0.424,0.0333,0.007163451,0.010897576,0.672,0,0.02034367,0.180380952,0.543,0.0308,0.048510166,0.553650794,0.93,0.138,1209.393606,121.6459524,192.091,79.928,3189673213,229818.2857,417920,130014,0,4,4,4
LT playlist,https://open.spotify.com/playlist/1NJZKpVxbsORITxvHbZnZp?si=sh05O33zR_6fATUvfsd1bg&utm_source=copy-link,Miheer Diwan,0.021379655,0.57404,0.847,0.183,0.0343208,0.45002,0.828,0.0382,11.64888889,5.74,11,0,10.53879286,-9.63418,-4.93,-18.994,0.056969697,0.94,1,0,0.000332875,0.040229,0.14,0.0242,0.019187898,0.054669397,0.77,0,0.010340531,0.148838,0.706,0.0482,0.034395426,0.411049,0.839,0.0989,781.3287494,113.62294,187.291,66.632,2847731453,233882.96,470500,140305,0.380909091,3.73,4,1
Daily Mix 5,https://open.spotify.com/playlist/37i9dQZF1E37m1zP1rWbTE?si=ST84-1h5SS2zschdWc44Lw,Oluseun Olulana,0.031783773,0.49132,0.938,0.214,0.034285724,0.6023,0.936,0.153,11.96938776,5.1,11,0,5.122380957,-7.01732,-2.773,-13.252,0.214285714,0.7,1,0,0.007004416,0.09632,0.422,0.0301,2.37E-05,0.000693312,0.0344,0,0.057328528,0.284608,0.982,0.0483,0.060335003,0.432268,0.943,0.0394,994.3061855,108.66532,186.078,67.697,7530173659,284287.12,503127,163704,0.098367347,3.94,5,3
Vibes,https://open.spotify.com/playlist/1G6d7DxbK9hPoYNm5DXX5l?si=dZ8nitMOQXKYMM3i6AGsvw&nd=1,Ryan Dieselman,0.016469524,0.66654,0.931,0.289,0.02268005,0.64651,0.944,0.278,11.12434343,5.13,11,0,5.631857919,-7.09702,-3.028,-16.036,0.24030303,0.61,1,0,0.012023067,0.108679,0.462,0.0261,0.00439385,0.019351341,0.363,0,0.019725973,0.171028,0.892,0.0386,0.042096792,0.610547,0.963,0.0477,726.7995051,116.83862,200.202,75.108,2308666706,237958.33,398434,128888,0.01979798,3.98,4,3
Party Mix US,https://open.spotify.com/playlist/52txfGwWA9qTZJijGuzjbz?si=00fd48cd63474354&nd=1,Kartik Nautiyal,0.009533882,0.678961538,0.967,0.414,0.012556842,0.81174359,0.969,0.529,13.5952381,5.166666667,11,0,1.641847402,-4.532115385,-1.9,-8.385,0.247252747,0.576923077,1,0,0.002737103,0.075224359,0.288,0.0298,0.009034876,0.013418852,0.828,0,0.015012912,0.1772,0.758,0.036,0.045402075,0.604717949,0.964,0.121,203.9853165,124.7628205,169.928,65.997,956940188.5,215280.7564,287120,139672,0,4,4,4
Pop / Rap,https://open.spotify.com/playlist/5ubnZsC6wLDmYGFbcIiAo6?si=ttvedrQaSmmvXRsZJrjoBw&nd=1,Ryan Dieselman,0.011832097,0.699107527,0.949,0.382,0.016413017,0.663634409,0.914,0.392,13.74707807,5.279569892,11,0,4.310869239,-6.185978495,-2.66,-13.034,0.251285647,0.537634409,1,0,0.015639786,0.155082796,0.481,0.0304,0.006039152,0.015319158,0.59,0,0.027212065,0.183725806,0.799,0.0454,0.049519688,0.535274194,0.915,0.059,864.6163527,117.3595699,180.051,72.993,2789454465,220885.8925,406983,137876,0.031556802,3.967741935,4,3
Funk/R&B Stuff,https://open.spotify.com/playlist/3QpSGQsbTmLs9dJHENNch3?si=UBocEMybTByr_xwWMXPdUQ&nd=1,Ryan Dieselman,0.014139231,0.66404,0.932,0.241,0.020428319,0.64062,0.891,0.119,13.31757576,4.66,11,0,5.189465679,-6.95491,-2.469,-14.171,0.194343434,0.74,1,0,0.003113756,0.075174,0.303,0.0239,0.001665986,0.006678876,0.396,0,0.030789732,0.189132,0.89,0.0367,0.034392472,0.66885,0.961,0.106,636.0346935,115.39037,201.985,74.972,1915997186,235975.95,387600,151320,0.01979798,3.98,4,3
Chill Feels,https://open.spotify.com/playlist/3uAKzkAN17tNST5L1tCCFd?si=Ew4Ay6uLRme_doZ5IP10dg,Ryan Dieselman,0.019340673,0.58556,0.821,0.164,0.02613592,0.39962,0.909,0.0672,12.98222222,5.26,11,0,9.108737966,-8.91021,-3.238,-17.445,0.098888889,0.89,1,0,0.00764994,0.078014,0.454,0.025,0.004045094,0.013809399,0.536,0,0.011227151,0.161295,0.641,0.0612,0.034715758,0.3954,0.864,0.1,992.8248593,111.86612,196.813,62.607,2392583612,214497.82,393003,116000,0.126868687,3.88,5,3
喜欢中文歌,https://open.spotify.com/playlist/56u9oePkkALNGdbOgUe2yW?si=p9DfOp3_TaSZSSeVIL5z2A&nd=1,Chao Wang,0.018651636,0.53090625,0.858,0.25,0.020823532,0.559875,0.929,0.281,15.87096774,5.25,11,0,5.190180371,-7.023625,-3.115,-11.657,0.241935484,0.625,1,0,0.000310044,0.037421875,0.11,0.024,1.06E-06,0.000203623,0.00583,0,0.010121469,0.176475,0.423,0.0695,0.024954544,0.3573125,0.76,0.135,833.232898,124.7749063,176.018,67.907,621397627.2,265171.5313,308547,206587,0.03125,3.96875,4,3
in the mood for love,https://open.spotify.com/playlist/4VSjcDgO8klwJdD7ermEvL?si=1e99c831e1584239,Chao Wang,0.02403625,0.602,0.821,0.403,0.030527278,0.547444444,0.859,0.293,15.77777778,4.444444444,10,0,13.29225775,-11.61133333,-3.774,-16.544,0.194444444,0.777777778,1,0,9.10E-05,0.041011111,0.0552,0.0311,4.96E-06,0.001186598,0.00627,0,0.007682523,0.132655556,0.34,0.0644,0.061951111,0.666888889,0.964,0.201,922.8470031,122.7088889,167.7,71.815,2233135320,226968.8889,290933,151667,0,4,4,4
Sad Mexicans,https://open.spotify.com/playlist/5P3rshjFlIpkUxemvgZ9a0?si=94c6ff014662492f&nd=1,Andre Figueroa,0.022494757,0.609096774,0.857,0.223,0.013863856,0.266409677,0.578,0.0827,12.06666667,4,11,0,8.335393699,-12.07096774,-7.973,-18.559,0.139784946,0.838709677,1,0,8.29E-05,0.038932258,0.0602,0.0263,0.030810996,0.064963916,0.824,0,0.045859299,0.208045161,0.946,0.0802,0.018121969,0.237819355,0.545,0.0752,882.4263337,114.3159355,188.115,69.754,1550967280,234133.5806,323626,137497,0.180645161,3.774193548,4,3
Yeehaw,https://open.spotify.com/playlist/0SRQIiWZqLGzY8zHulq3DE?si=436f476c7dff4f71&nd=1,Andre Figueroa,0.01680019,0.590761905,0.744,0.306,0.02531789,0.609095238,0.889,0.341,10.34761905,6.619047619,11,2,10.49454865,-7.585047619,-3.704,-15.04,0.047619048,0.952380952,1,0,0.000278469,0.038909524,0.0991,0.0241,5.38E-06,0.00077454,0.0096,0,0.016840883,0.1425,0.686,0.053,0.029368262,0.605190476,0.936,0.253,1130.986906,121.2877619,199.669,48.718,2231974631,224518.1905,322093,161750,0,4,4,4
Tomorrowland 2013,https://open.spotify.com/playlist/6i9wQH3zh5atwGmt0svtZK?si=b0f3da7912a94ab9&nd=1,Andre Figueroa,0.012325243,0.637197674,0.847,0.347,0.011860009,0.80977907,0.984,0.385,13.38112175,5.465116279,11,0,2.768141581,-5.002174419,-2.243,-10.573,0.249521204,0.441860465,1,0,0.003264023,0.071031395,0.316,0.0256,0.076385583,0.146317302,0.909,0,0.020879778,0.201109302,0.735,0.017,0.044777924,0.415480233,0.904,0.035,73.48358604,127.1310698,192.118,104.022,3753968091,235514.3488,410859,152913,0.035157319,3.988372093,5,3
Latino,https://open.spotify.com/playlist/1UZyBdSF4Dba9dSO3NOwGA?si=e9709b056e894b41&nd=1,Andre Figueroa,0.007152774,0.72244,0.903,0.39,0.008250999,0.78953,0.989,0.503,16.91828283,5.47,11,0,2.721949806,-5.00605,-0.739,-12.024,0.24030303,0.61,1,0,0.004688376,0.088707,0.341,0.0301,0.001156026,0.003497683,0.34,0,0.0180354,0.198284,0.91,0.023,0.028176342,0.72404,0.968,0.244,1165.458306,122.64002,200.168,48.754,1551633155,209007.96,417920,130909,0.137777778,3.94,5,1
TOP 40,https://open.spotify.com/playlist/1HQpc5tsmnJWHQGlx02VdQ?si=55efa10e27264913&nd=1,Andre Figueroa,0.021102391,0.570578947,0.826,0.258,0.031984331,0.629245614,0.943,0.225,15.67919799,5.228070175,11,0,8.233531534,-7.596035088,-3.205,-14.454,0.219924812,0.684210526,1,0,0.004515244,0.055638596,0.517,0.025,0.05077682,0.097208908,0.876,0,0.034171609,0.181714035,0.961,0.0244,0.054349268,0.490103509,0.88,0.0619,722.2227275,119.7968947,180.127,73.398,6632110059,272499.4912,544627,162613,0.081453634,3.912280702,4,3
jazz/bossa,https://open.spotify.com/playlist/2s9O5OGS2Q2oC4Caejf2kh?si=4dc54b9b8e1240cb&nd=1,Julieta Frere,0.014439341,0.529465517,0.797,0.244,0.026809948,0.312282759,0.734,0.0123,14.83484574,5.275862069,11,0,18.48825787,-15.12146552,-5.045,-30.629,0.246823956,0.586206897,1,0,0.002017024,0.055272414,0.271,0.0296,0.126369437,0.261507605,0.929,0,0.026563976,0.19827069,0.697,0.0532,0.053272493,0.560224138,0.957,0.107,866.4215706,118.1653621,203.052,63.974,11574842795,237550.3103,692747,122773,0.104053237,4.034482759,5,3
un tiki,https://open.spotify.com/playlist/0rIh7vZjkyoEcVK9ZKpkRb?si=3db3f1dc117f4e5d&nd=1,Julieta Frere,0.012246345,0.693170732,0.871,0.439,0.024134001,0.690268293,0.933,0.356,13.49878049,4.414634146,11,0,7.90436487,-8.747073171,-3.208,-14.768,0.256097561,0.487804878,1,0,0.004521675,0.065068293,0.454,0.0292,0.106157251,0.244117226,0.934,0,0.014494704,0.168080488,0.685,0.0393,0.043182974,0.73697561,0.968,0.256,679.8202076,111.6964634,195.615,79.577,9607380919,242778.561,516587,127773,0.024390244,3.975609756,4,3
a t l a s,https://open.spotify.com/playlist/30e7KSIgarkUFLUL3ebQji?si=eb7642e0c06444d6&nd=1,Julieta Frere,0.030868271,0.603706349,0.893,0.0855,0.038116371,0.588873016,0.934,0.122,12.98515105,5.174603175,11,0,13.76265287,-11.43680952,-5.834,-21.022,0.248847926,0.428571429,1,0,0.000689656,0.051319048,0.16,0.029,0.042877623,0.788365079,0.987,0.123,0.010494334,0.141769841,0.694,0.0167,0.041302574,0.27697619,0.864,0.0335,448.1473929,123.164873,180.033,81.993,6652573368,298907.5714,616560,174586,0.286226318,3.936507937,5,1
