playlist_name,playlist_link,user,danceability_var,danceability_mean,danceability_max,danceability_min,energy_var,energy_mean,energy_max,energy_min,key_var,key_mean,key_max,key_min,loudness_var,loudness_mean,loudness_max,loudness_min,mode_var,mode_mean,mode_max,mode_min,speechiness_var,speechiness_mean,speechiness_max,speechiness_min,instrumentalness_var,instrumentalness_mean,instrumentalness_max,instrumentalness_min,liveness_var,liveness_mean,liveness_max,liveness_min,valence_var,valence_mean,valence_max,valence_min,tempo_var,tempo_mean,tempo_max,tempo_min,duration_ms_var,duration_ms_mean,duration_ms_max,duration_ms_min,time_signature_var,time_signature_mean,time_signature_max,time_signature_min
🏄🏽‍♀️,https://open.spotify.com/playlist/1WqAcoHVUW8WwxswFTr5Yt?si=4908a2d0f388481b&nd=1,Julieta Frere,0.012795381,0.72105,0.967,0.333,0.024983442,0.63745,0.95,0.251,11.30050505,4.75,11,0,6.236571897,-9.87011,-5.184,-18.016,0.252121212,0.48,1,0,0.002315882,0.066772,0.298,0.0292,0.084466763,0.67453453,0.967,0.000101,0.009924629,0.12938,0.679,0.0272,0.047249246,0.345998,0.877,0.0242,214.1258308,121.90188,180.026,68.472,15534830176,389829.08,1127575,73517,0.06020202,3.98,5,3
music to take your mind off med school,https://open.spotify.com/playlist/3hc0jE3SC8rVdjHwGtIqUX?si=702db087cf9049bb&nd=1,Warren Nakazawa,0.01514642,0.677313725,0.928,0.436,0.01845292,0.625,0.912,0.312,10.12313725,5.392156863,11,0,4.580588575,-7.399509804,-2.721,-11.866,0.254901961,0.509803922,1,0,0.013574046,0.160654902,0.501,0.0258,0.004193682,0.016986364,0.328,0,0.032185981,0.221735294,0.704,0.0612,0.028967594,0.533078431,0.888,0.183,878.9956068,111.5121569,192.179,74.982,2304119461,220811.7647,382307,152041,0.04,4,5,3
weekly bonchon!!,https://open.spotify.com/playlist/0WkSSVpAZx90pQGT7iZ5u2?si=4f735a6110534b83&nd=1,Shauna Lionerdo,0.016393018,0.690272727,0.873,0.388,0.024001291,0.719090909,0.902,0.457,15.25454545,6.636363636,11,2,2.861935418,-6.264727273,-4.595,-9.889,0.218181818,0.727272727,1,0,0.000140275,0.045145455,0.0675,0.0242,0.124797477,0.289474,0.972,0,0.011527645,0.176336364,0.412,0.0397,0.049582291,0.656090909,0.901,0.259,595.4970761,121.4043636,174.298,82.953,1931904647,186736.7273,236500,69051,0,4,4,4
march 22,https://open.spotify.com/playlist/6Hs50MJRZWsA2yk4uYqfbX?si=b967e521715d4aa7,Shauna Lionerdo,0.025380362,0.593190476,0.907,0.333,0.022965348,0.524380952,0.815,0.11,10.69047619,4.761904762,11,0,10.89684743,-9.002333333,-3.826,-19.885,0.233333333,0.666666667,1,0,0.006289664,0.081571429,0.373,0.0268,0.000257015,0.004649062,0.0735,0,0.011834228,0.163119048,0.435,0.0499,0.058045729,0.443409524,0.908,0.0527,696.6589999,114.039619,168.822,76.068,2738060675,226913.9524,364333,127465,0.461904762,3.80952381,4,1
Chad’s Pet Playlist,https://open.spotify.com/playlist/7HfZQMFqM7L6I3X0Q55Pk5?si=991af4ea0b5f4a1c&nd=1,Shauna Lionerdo,0.019458925,0.647516129,0.916,0.292,0.023025605,0.519032258,0.747,0.0373,12.92473118,6.483870968,11,0,30.38522512,-9.238129032,-4.267,-28.208,0.24516129,0.612903226,1,0,0.005235941,0.062780645,0.413,0.025,0.08264729,0.122536967,0.952,0,0.031082939,0.173983871,0.653,0.0527,0.029778426,0.676677419,0.97,0.291,310.0765072,103.6556129,137.989,67.693,2899712355,204618.2581,336960,124375,0.090322581,3.903225806,4,3
jazz/bossa,https://open.spotify.com/playlist/2s9O5OGS2Q2oC4Caejf2kh?si=4dc54b9b8e1240cb&nd=1,Julieta Frere,0.014439341,0.529465517,0.797,0.244,0.026809948,0.312282759,0.734,0.0123,14.83484574,5.275862069,11,0,18.48825787,-15.12146552,-5.045,-30.629,0.246823956,0.586206897,1,0,0.002017024,0.055272414,0.271,0.0296,0.126369437,0.261507605,0.929,0,0.026563976,0.19827069,0.697,0.0532,0.053272493,0.560224138,0.957,0.107,866.4215706,118.1653621,203.052,63.974,11574842795,237550.3103,692747,122773,0.104053237,4.034482759,5,3
It’s lit,https://open.spotify.com/playlist/4uGh0vslkEzUmb1syxdHym?si=d97358130971474f&nd=1,Dominic Nguyen,0.014276426,0.67791,0.928,0.374,0.017050798,0.63448,0.922,0.336,13.39030303,5.06,11,0,3.987226248,-6.12007,-1.218,-11.377,0.232727273,0.64,1,0,0.00841876,0.112608,0.375,0.0301,8.96E-05,0.001556313,0.085,0,0.021660078,0.20871,0.689,0.0388,0.04581379,0.442121,0.911,0.0605,1076.645293,122.5674,201.8,72.989,2726332354,233355.92,547733,135920,0.11020202,3.97,5,1
Cantry,https://open.spotify.com/playlist/15s530kPjAibVIzt9LeWaD?si=25aeb7b234df43a8&nd=1,Dominic Nguyen,0.01165836,0.600121951,0.765,0.363,0.024594226,0.633219512,0.951,0.37,10.72804878,6.853658537,11,0,2.76604977,-6.378073171,-3.793,-10.888,0,1,1,1,0.000641138,0.045265854,0.173,0.0259,2.25E-06,0.00023518,0.0096,0,0.015305387,0.162587805,0.605,0.026,0.041937156,0.529512195,0.967,0.168,1125.294478,121.2433415,203.803,48.718,1011108121,205430.9024,298373,157478,0.024390244,4.024390244,5,4
Biebs,https://open.spotify.com/playlist/7BEkspNq1FvjoXzj8tgo31?si=91a89275527d4bde&nd=1,Dominic Nguyen,0.01105525,0.645571429,0.877,0.375,0.028059542,0.558285714,0.87,0.228,12.33588435,5.448979592,11,0,2.8135653,-6.640693878,-2.879,-10.848,0.165816327,0.795918367,1,0,0.007168109,0.073673469,0.438,0.0259,1.36E-10,4.63E-06,5.65E-05,0,0.017696846,0.169030612,0.677,0.0749,0.039121895,0.541020408,0.977,0.109,856.4625317,122.6709184,190.064,73.997,1016640122,198695.0204,265813,136907,0.264455782,3.836734694,4,1
Rap (OLD),https://open.spotify.com/playlist/2VgEVahJ4t7heE4dACAwN0?si=c40e54c8055d49f6&nd=1,Gabrielle Cabebe,0.020031287,0.66784,0.922,0.351,0.01949799,0.65236,0.916,0.331,12.8569697,5.54,11,0,4.49003533,-7.18273,-2.817,-12.582,0.252121212,0.52,1,0,0.015409281,0.184254,0.592,0.029,0.005801761,0.013672636,0.674,0,0.029038063,0.22592,0.749,0.038,0.039014923,0.447106,0.958,0.0609,846.4139259,120.0922,186.071,71.994,2858680724,245442.98,467867,137849,0.05040404,4.01,5,3
goodfeels.exe,https://open.spotify.com/playlist/70iccMwgEAwdo83EooxgZi?si=7428b5bd7f5b4511&nd=1,Gabrielle Cabebe,0.016734716,0.66753,0.92,0.326,0.019712652,0.63293,0.957,0.325,12.48484848,5,11,0,7.546116507,-7.17059,-3.006,-19.075,0.226666667,0.66,1,0,0.00547316,0.093679,0.333,0.0246,0.020091762,0.033777847,0.922,0,0.024729671,0.191715,0.945,0.0414,0.040782848,0.5952,0.979,0.1,801.1115655,116.65445,201.985,69.972,2044673379,232740.06,349713,126464,0.02020202,4,5,3
Night shift,https://open.spotify.com/playlist/1zYtpsmgEShzWBmkQVq2v8?si=41c9eef49abd49eb&nd=1,Dominic Nguyen,0.023795272,0.587285714,0.864,0.209,0.019821544,0.490142857,0.736,0.153,12.86379928,4.444444444,11,0,6.593211313,-8.462761905,-3.825,-15.523,0.225806452,0.666666667,1,0,0.008782199,0.103371429,0.36,0.0266,0.019549543,0.032472287,0.736,0,0.025014885,0.185909524,0.702,0.0588,0.034991127,0.359814286,0.801,0.0397,1127.713605,113.6972222,203.585,67.363,6447237345,254835.4762,547733,99213,0.31797235,3.857142857,4,1
Scar tisue,https://open.spotify.com/playlist/3bELAm9pQeoKkjcVXrlsTl?si=ee537ebb4baf4991&nd=1,Marcelo Esliman,0.016316692,0.519220339,0.767,0.215,0.027094414,0.734,0.97,0.345,12.17241379,5,11,0,7.949459217,-7.521084746,-3.157,-14.918,0.192869667,0.745762712,1,0,0.000284122,0.041318644,0.107,0.0231,0.015051799,0.028296642,0.751,0,0.020193166,0.196335593,0.841,0.0513,0.04046561,0.545898305,0.964,0.198,720.2024641,119.5103559,181.305,74.807,2006122032,247890.8814,357267,132840,0.033313852,3.966101695,4,3
Konguitas electrónicas,https://open.spotify.com/playlist/6o4yn58v5BXsWld7LBxZkG?si=4c631d68428745cd&nd=1,Marcelo Esliman,0.008883856,0.750875,0.904,0.346,0.018089959,0.7328,0.937,0.471,12.14358974,4.9,11,0,4.116739792,-8.80005,-4.959,-15.551,0.250641026,0.575,1,0,0.000445899,0.0547825,0.149,0.0317,0.069070505,0.739898175,0.945,0,0.005321971,0.1089825,0.398,0.0432,0.051847993,0.410815,0.925,0.0333,7.00680849,121.32565,124.995,109.981,8951049133,446744.875,619168,171587,0.048717949,3.95,4,3
Stephen Cabebe Radio,https://open.spotify.com/playlist/37i9dQZF1E4x8X5LmPGcJu?si=94084330ccb847bb&nd=1,Stephen Cabebe,0.015398276,0.65636,0.857,0.4,0.021829816,0.56098,0.845,0.274,12.02612245,5.12,11,0,6.441297832,-8.47638,-4.111,-15.522,0.235102041,0.64,1,0,0.000665997,0.050354,0.148,0.0283,0.00700638,0.023227404,0.486,0,0.008275949,0.155198,0.449,0.058,0.037888798,0.63124,0.939,0.197,809.8047999,113.78194,199.731,76.988,3119855181,228256.56,421000,122553,0,4,4,4
I'm Not Sad,https://open.spotify.com/playlist/0XPbjcpwo76qox1HAGj5Bv?si=5c4e5e81704642a1&nd=1,Gabrielle Cabebe,0.017561621,0.524867347,0.842,0.19,0.033028495,0.39412551,0.837,0.0561,12.50210393,4.846938776,11,0,14.16927829,-9.266591837,-4.08,-25.105,0.151483274,0.816326531,1,0,0.001009711,0.047303061,0.282,0.024,0.010261918,0.016277606,0.899,0,0.02197924,0.165605102,0.969,0.0437,0.021827176,0.300607143,0.678,0.0641,994.1227694,115.4982857,182.316,65.916,3182382676,240719.4286,405520,106237,0.278981696,3.775510204,5,1
🌊,https://open.spotify.com/playlist/7p8KeDuRmErO5J8f8BUyk9?si=24bc099172b64292&nd=1,Agustina Maccio,0.024078172,0.672622951,0.944,0.271,0.032283705,0.529622951,0.947,0.109,14.26338798,5.262295082,11,0,8.814274379,-9.287590164,-2.431,-15.353,0.245901639,0.409836066,1,0,0.013489947,0.122509836,0.465,0.0257,0.136341867,0.324131291,0.938,0,0.018601268,0.171654098,0.744,0.0577,0.054787341,0.437752459,0.898,0.0395,716.3463143,113.6658197,179.826,74.985,9137052329,239779.5738,527134,82103,0.047540984,3.950819672,4,3
Jamming,https://open.spotify.com/playlist/1otRXeNGRGuHkblWzVT0m8?si=945773ed47ae4a9c&nd=1,Matchew,0.022870335,0.6136375,0.93,0.306,0.044305746,0.565725,0.968,0.12,12.70822785,5.525,11,0,10.20424522,-7.7752375,-1.887,-18.077,0.169462025,0.7875,1,0,0.003241202,0.063625,0.336,0.0261,0.023865624,0.041019803,0.91,0,0.015594445,0.17584125,0.688,0.0561,0.054339201,0.4902175,0.913,0.0771,727.5504718,122.6627125,193.818,75.977,2703463021,201425.6375,342040,68523,0.098734177,3.95,5,3
Gustavo Cerati,https://open.spotify.com/playlist/0gM9Q6ZrwK4KDmy1wrQc1T?si=1c820b75ecae4c3f&nd=1,Marcelo Esliman,0.012980591,0.571655172,0.887,0.361,0.031817214,0.697,0.932,0.242,12.3817734,5.896551724,11,0,4.097782382,-7.166896552,-3.366,-12.475,0.25862069,0.482758621,1,0,0.000407548,0.03737931,0.112,0.024,0.015692721,0.078169724,0.496,0.000216,0.070794487,0.303803448,0.946,0.0425,0.049978756,0.470551724,0.949,0.117,592.9484688,114.9711034,170.604,76.335,4259448836,271646.069,522000,197000,0.066502463,3.931034483,4,3
Konguitas electrónicas,https://open.spotify.com/playlist/6o4yn58v5BXsWld7LBxZkG?si=4c631d68428745cd&nd=1,Marcelo Esliman,0.008883856,0.750875,0.904,0.346,0.018089959,0.7328,0.937,0.471,12.14358974,4.9,11,0,4.116739792,-8.80005,-4.959,-15.551,0.250641026,0.575,1,0,0.000445899,0.0547825,0.149,0.0317,0.069070505,0.739898175,0.945,0,0.005321971,0.1089825,0.398,0.0432,0.051847993,0.410815,0.925,0.0333,7.00680849,121.32565,124.995,109.981,8951049133,446744.875,619168,171587,0.048717949,3.95,4,3
Daily Mix 1,https://open.spotify.com/playlist/37i9dQZF1E37Mkc8h47iAv?si=65cb288447234237&nd=1,Squidward Tentacles,0.011862092,0.6039,0.831,0.313,0.030928727,0.46974,0.882,0.103,11.7044898,5.36,11,0,6.101544687,-8.95608,-4.098,-16.004,0.186122449,0.76,1,0,0.000324082,0.04148,0.128,0.0232,0.007219197,0.015790272,0.597,0,0.010739919,0.1767,0.464,0.0495,0.042719649,0.43894,0.836,0.108,877.9219921,113.38916,185.821,60.001,3013065638,255539.02,405739,142000,0.204489796,3.86,5,3
Kiss The breeze,https://open.spotify.com/playlist/49ugunvGxxdnKxP0NQE3KY?si=90fd7040732e48ec&nd=1,Agustina Maccio,0.015406189,0.58765,0.893,0.298,0.023796996,0.66556,0.989,0.239,13.60515152,4.97,11,0,7.04915825,-7.30845,-2.99,-16.515,0.247575758,0.57,1,0,0.005420032,0.06629,0.524,0.0248,0.042869671,0.078787003,0.949,0,0.022489405,0.184853,0.912,0.0382,0.046285586,0.512045,0.921,0.04,1123.227119,121.2708,204.113,60.347,3510673603,242866.01,448307,106552,0.029393939,3.97,4,3
SoundG,https://open.spotify.com/playlist/2YDaa2enPn6AA2NFyaXhnS?si=d1e74eba62ec46d3&nd=1,Agustina Maccio,0.01287849,0.65014,0.882,0.349,0.021446826,0.61148,0.944,0.307,14.08204082,4.86,11,0,4.655942696,-10.27272,-5.972,-15.629,0.244897959,0.6,1,0,0.00041866,0.047272,0.168,0.0315,0.08164824,0.6210626,0.942,0.00413,0.002860783,0.126568,0.353,0.0281,0.022058123,0.17277,0.605,0.0316,99.20361062,121.66252,182.988,101.029,8777286161,297698.52,534000,179520,0.039183673,3.96,4,3
GRL✊🏻,https://open.spotify.com/playlist/2FjP8H1Xnh1ZEuyNYJJj2E?si=fc849e41cf8f4fdb&nd=1,Agustina Maccio,0.017855661,0.644925,0.929,0.259,0.012543836,0.6981,0.947,0.437,11.7275641,6.375,11,0,2.562928974,-5.585475,-2.431,-9.527,0.240384615,0.375,1,0,0.00217446,0.07116,0.233,0.0259,0.000499222,0.005739641,0.118,0,0.02358394,0.167185,0.955,0.035,0.027952226,0.5049275,0.843,0.0951,794.5854582,121.20565,184.055,79.64,1490342717,219826.9,322716,162267,0.025,3.975,4,3
Daily Mix 5,https://open.spotify.com/playlist/37i9dQZF1E365fwzPbdO3j?si=228f23d5281f457b&nd=1,Squidward Tentacles,0.013962841,0.64134,0.859,0.326,0.031227331,0.52366,0.879,0.111,10.34122449,4.84,11,0,7.872170524,-7.92492,-3.48,-16.634,0.196326531,0.74,1,0,0.001813915,0.063496,0.22,0.0236,0.003483619,0.01447705,0.395,0,0.014215161,0.158612,0.725,0.0409,0.052848114,0.497284,0.865,0.0376,1088.284744,120.6584,188.488,69.234,1793287837,209934.42,307014,102480,0.150612245,3.82,4,3
Daily Mix 4,https://open.spotify.com/playlist/37i9dQZF1E37liEdSNzOnw?si=6c57aa7f3a7848ba&nd=1,Squidward Tentacles,0.01479328,0.66584,0.923,0.41,0.020957878,0.4724,0.79,0.238,13.88938776,4.78,11,0,5.878983731,-8.01006,-1.458,-13.6,0.240408163,0.62,1,0,0.006161495,0.090806,0.373,0.0283,0.000857789,0.009869709,0.137,0,0.008037955,0.149774,0.457,0.0549,0.046162449,0.4934,0.945,0.14,952.4813951,111.87898,192.123,64.001,1872776736,214754.4,314358,127273,0.137142857,3.84,4,3
Daily Mix 3,https://open.spotify.com/playlist/37i9dQZF1E38NYFBJ8sM8D?si=38cd20b34c4e4d22&nd=1,Squidward Tentacles,0.018083661,0.65918,0.905,0.272,0.022572696,0.60328,0.868,0.238,11.96285714,4.58,11,0,6.232558358,-7.29164,-2.745,-15.498,0.228979592,0.66,1,0,0.020526516,0.177512,0.577,0.0257,0.002079372,0.010998913,0.254,0,0.027337707,0.210948,0.701,0.0579,0.035249316,0.51348,0.95,0.09,1028.652068,114.34148,178.555,70.749,4908082960,209116.7,588139,109638,0.040816327,4,5,3
Daily Mix 2,https://open.spotify.com/playlist/37i9dQZF1E375BdtS3ScbV?si=37d17fa6ce8a45fa&nd=1,Squidward Tentacles,0.013881749,0.63592,0.863,0.39,0.020674738,0.51542,0.835,0.232,10.59428571,5.76,11,0,5.196945236,-7.93922,-4.227,-15.357,0.214285714,0.7,1,0,0.003974882,0.071084,0.353,0.025,0.004559628,0.017576251,0.385,0,0.014572694,0.170456,0.638,0.0546,0.044920039,0.50196,0.945,0.134,977.3798186,113.65046,179.727,67.467,1191903704,198319.8,292625,135593,0.300408163,3.84,5,1
Wade In Your Water Radio,https://open.spotify.com/playlist/37i9dQZF1E8HcxsmAwn7dI?si=fVypBrebRKeqOVbDravS2A&utm_source=copy-link&nd=1,Eliza,0.008505177,0.74192,0.971,0.537,0.012087266,0.58214,0.868,0.238,14.99959184,5.98,11,0,3.514846859,-7.57772,-4.077,-11.367,0.175102041,0.78,1,0,0.008224273,0.116516,0.396,0.0281,0.000264436,0.002314881,0.115,0,0.006125519,0.125722,0.358,0.0257,0.03149697,0.74564,0.971,0.232,1135.149722,113.9774,179.864,72.704,985077534.4,225066.98,289072,170027,0,4,4,4
Yard work songs,https://open.spotify.com/playlist/4k0nTpo3Xdtqkgx8gteMvU?si=heAolC0_TDyyVFNnA-iMAQ&utm_source=copy-link&nd=1,Eliza,0.009074224,0.6408,0.879,0.476,0.020735961,0.737542857,0.927,0.438,9.534453782,5.228571429,11,0,3.068436071,-5.5054,-2.771,-9.602,0.055462185,0.942857143,1,0,0.000569767,0.052068571,0.122,0.0235,2.15E-06,0.000251926,0.00867,0,0.027490624,0.207342857,0.622,0.0226,0.033922255,0.643457143,0.962,0.24,690.6932601,114.4215714,180.316,75.019,379216689.2,188483.7714,229573,144533,0,4,4,4
Rebelution Radio,https://open.spotify.com/playlist/37i9dQZF1E4wz6AeCo5jPN?si=LQm9mUdKSimKnMciTMFiDg&utm_source=copy-link&nd=1,Eliza,0.014653838,0.73272,0.965,0.447,0.011166786,0.6229,0.836,0.401,9.293469388,6.82,11,0,1.684711155,-6.94122,-3.561,-10.179,0.248571429,0.58,1,0,0.005604775,0.079376,0.44,0.0279,0.000380668,0.004374287,0.135,0,0.013258416,0.15019,0.654,0.0296,0.023088741,0.70944,0.971,0.316,1015.938655,121.11632,180.022,74.529,2482370851,252265.44,443380,173427,0.02,4.02,5,4
Indie R&B Mix,https://open.spotify.com/playlist/37i9dQZF1EIgAO4EVmVd4C?si=6ce0d23f26644a0f&nd=1,Gary the Snail,0.010252044,0.64142,0.863,0.406,0.024280856,0.51804,0.804,0.198,12.54081633,5.5,11,0,6.78624651,-8.45702,-3.995,-14.872,0.240408163,0.38,1,0,0.012412742,0.150026,0.436,0.0329,0.016201102,0.043453612,0.576,0,0.009618906,0.146134,0.462,0.0463,0.045094557,0.46388,0.946,0.121,691.4055856,109.59352,173.994,59.005,2529032563,191440.06,339190,116059,0.081632653,4,5,3
Songs To Get Lost In,https://open.spotify.com/playlist/7wHMoO73WytJAcnZjSAaOb?si=116e2cc72bf4473f&nd=1,Uday,0.02104743,0.264609091,0.717,0.0657,0.013567428,0.205542424,0.489,0.0608,10.21780303,4.03030303,11,0,19.52619826,-18.34554545,-10.144,-28.669,0.189393939,0.757575758,1,0,5.81E-05,0.041224242,0.059,0.0277,0.004223364,0.879363636,0.972,0.679,0.007089156,0.142281818,0.377,0.0478,0.009824436,0.097106061,0.503,0.0322,602.0580474,96.96354545,140.66,56.666,10168642932,199376.9091,448133,42947,0.359848485,3.878787879,5,3
surviving 2020,https://open.spotify.com/playlist/3h2xCG4JXh6iFYCDvrdZRm?si=84fb681e0a244e51&nd=1,Uday,0.012948925,0.73938,0.963,0.266,0.012699927,0.61715,0.861,0.346,13.46464646,5.1,11,0,2.865420354,-6.61864,-3.158,-11.342,0.252121212,0.48,1,0,0.015077012,0.18601,0.541,0.0314,0.001095593,0.003312583,0.331,0,0.021126509,0.206733,0.83,0.0521,0.035503464,0.430073,0.886,0.0371,711.1402296,129.94213,180.157,70.056,1508003245,196840.98,343099,116240,0.02020202,4,5,3
Mega Hit Mix,https://open.spotify.com/playlist/37i9dQZF1DXbYM3nMM0oPk?si=bf8935947a3446d7&nd=1,Sahil,0.019126225,0.644066667,0.912,0.334,0.029425797,0.621346667,0.904,0.225,13.13441441,5.026666667,11,0,5.289838748,-6.176146667,-2.724,-14.454,0.251171171,0.546666667,1,0,0.004273363,0.075336,0.375,0.0232,0.006144547,0.012837775,0.657,0,0.01795202,0.172978667,0.696,0.0424,0.059198249,0.479628,0.956,0.0592,718.1261422,120.7426533,185.727,68.534,1129150981,200119.3067,300840,137704,0.074594595,3.92,4,3
Settle Down Easy Radio,https://open.spotify.com/playlist/37i9dQZF1E8EowLqcz67Vs?si=lPpL6mg1S-q92pu8-Zk_5Q&utm_source=copy-link&nd=1,Eliza,0.008958526,0.75538,0.965,0.352,0.013095291,0.64012,0.878,0.337,11.67510204,5.72,11,0,2.316182996,-6.93394,-3.923,-10.161,0.248571429,0.58,1,0,0.001018707,0.059262,0.201,0.0304,0.011207246,0.028611475,0.569,0,0.010491755,0.142162,0.566,0.0422,0.034235749,0.70208,0.965,0.328,987.2983759,126.67586,171.92,75.989,2559026352,243529.62,443380,131855,0.18,3.94,4,1
Bath,https://open.spotify.com/playlist/2LjoNydjKU516ZfVmMZyMj?si=c95281edeb574364&nd=1,Uday,0.018894282,0.612544118,0.921,0.209,0.022139149,0.568514706,0.887,0.267,15.02787533,5.544117647,11,0,4.812613172,-7.116852941,-2.958,-14.187,0.227172959,0.661764706,1,0,0.002175884,0.056254412,0.272,0.0243,0.023503882,0.03904469,0.846,0,0.007768459,0.150330882,0.447,0.0486,0.044103323,0.428855882,0.952,0.0592,861.0070322,120.5467353,202.466,72.017,2550054701,218657.9853,392827,110886,0.093722564,3.897058824,4,3
My Liked Songs,https://open.spotify.com/playlist/48PzA8gSEniSUzMRL3hRpQ?si=ef60fadd5501438b&nd=1,Uday,0.018352248,0.60657,0.951,0.291,0.02950357,0.62516,0.984,0.229,14.16161616,4.6,11,0,7.45423253,-6.92434,-1.19,-18.229,0.232727273,0.64,1,0,0.004566518,0.06608,0.404,0.0245,0.01717828,0.031870739,0.759,0,0.011647387,0.15743,0.553,0.0335,0.038245041,0.464469,0.923,0.0739,756.1767825,118.51035,188.067,74.953,3725640178,240974.42,470500,93147,0.04959596,3.97,5,3
Lord of the rings - Ambient,https://open.spotify.com/playlist/2UKVUkRM7vbzqaWwkM4jhL?si=77ca477b7b74441b&nd=1,Uday,0.010586902,0.161238889,0.488,0.0639,0.006226861,0.0636425,0.422,0.00363,10.93571429,4.25,11,0,29.66065425,-25.43044444,-14.916,-39,0.228571429,0.666666667,1,0,1.95E-05,0.041908333,0.0511,0.0342,0.044765486,0.800666667,0.989,0.196,0.011675649,0.145155556,0.692,0.0775,0.00235156,0.057152778,0.234,0.0306,592.2152909,88.59080556,174.453,59.353,20872216542,246723.3056,738080,84307,0.751587302,3.638888889,5,1
Modest Mouse —,https://open.spotify.com/playlist/4vjDHAUIcW15mYtWgMcUIA?si=y1A1H9gkTs2G29ivX69EeQ&utm_source=copy-link&nd=1,Spencer,0.01281516,0.577272727,0.806,0.37,0.031187957,0.706363636,0.976,0.413,13.96536797,5.818181818,11,0,6.003657613,-6.423227273,-2.651,-11.809,0.242424242,0.636363636,1,0,0.002106167,0.055690909,0.235,0.0254,0.024539973,0.049156555,0.728,0,0.027174759,0.225172727,0.571,0.0708,0.055040738,0.6305,0.96,0.2,1864.648632,127.8627273,210.025,74.319,4296384474,229208.4545,413307,133333,0.086580087,3.909090909,4,3
Avenged Sevenfold,https://open.spotify.com/playlist/4NKuCJBW2A1Up1Ef1ojUcU?si=puNkeaM6RbiSGGoltEnZ8g&utm_source=copy-link&nd=1,Spencer,0.010834779,0.4936,0.607,0.232,0.012539958,0.8868,0.968,0.582,9.207894737,3.45,9,0,2.115650682,-5.62555,-3.973,-9.335,0.252631579,0.4,1,0,0.000796921,0.06103,0.119,0.0265,0.005918478,0.028285621,0.323,0,0.011706054,0.175725,0.429,0.0567,0.038226606,0.388565,0.699,0.0763,568.6841074,134.934,184.873,94.985,5706879594,345303.25,512025,234093,0.05,3.95,4,3
🤞,https://open.spotify.com/playlist/16hH3fVSNTblt0b3IGHJkP?si=ULkTtGDqTziNywwC8VDBTw&utm_source=copy-link&nd=1,Spencer,0.019674581,0.587522727,0.885,0.188,0.028412036,0.717681818,0.975,0.342,11.17970402,5.272727273,11,0,6.200819786,-6.643931818,-2.219,-13.399,0.152219873,0.818181818,1,0,0.002710839,0.059593182,0.324,0.0252,0.010461546,0.02683283,0.653,0,0.011880333,0.165763636,0.472,0.0418,0.051155059,0.606318182,0.963,0.122,891.1681081,121.8878636,188.606,72.824,1764394872,207156.8864,313684,108487,0.022727273,3.977272727,4,3
Awesome Mix Vol 1 & 2,https://open.spotify.com/playlist/7fFnjhQPWiQGO9rIi6F3Hn?si=Hkz9bkbcTES1EJC2fi9LiA&utm_source=copy-link&nd=1,Spencer,0.020186078,0.566821429,0.824,0.24,0.024298671,0.675178571,0.955,0.338,16.89285714,6.321428571,11,0,7.189159286,-8.861785714,-4.892,-15.587,0.211640212,0.714285714,1,0,0.000391902,0.047932143,0.111,0.0305,0.000141293,0.005566669,0.0499,0,0.039941304,0.215475,0.659,0.0451,0.041518343,0.72575,0.96,0.162,569.1240204,124.2042857,177.765,70.863,4854984207,236133.2857,444133,138707,0.035714286,3.964285714,4,3
BOTB,https://open.spotify.com/playlist/79JqHVTfoFZ5VKHpoU6Ima?si=rsLgWuTVSuyWVaSJS7vePw&utm_source=copy-link&nd=1,Spencer,0.016748613,0.514635417,0.873,0.179,0.024407839,0.825385417,0.99,0.337,12.93673246,5.322916667,11,0,4.745393779,-5.449895833,-2.152,-13.057,0.213048246,0.697916667,1,0,0.002266653,0.070407292,0.316,0.0251,0.019131884,0.041269763,0.714,0,0.021113532,0.190586458,0.768,0.0424,0.04615765,0.544519792,0.964,0.0827,862.9634816,123.4302917,197.022,74.453,3230218464,235482.125,493400,121880,0.042105263,4,5,3
